image_path,folder_name,class_index,organism,imaging_type,standardized_class_name,filename
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_7.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_7.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_3.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_3.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_23.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_23.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_22.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_22.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_2.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_2.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_20.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_20.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_21.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_21.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_1.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_1.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_37.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_37.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_22.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_22.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_4.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_4.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_6.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_6.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_20.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_20.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_35.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_35.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_21.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_21.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_3.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_3.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_25.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_25.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_31.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_31.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_18.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_18.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_30.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_30.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_32.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_32.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_26.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_26.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_33.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_33.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_1.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_1.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_43.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_43.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_52.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_52.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_16.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_16.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_17.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_17.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_15.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_15.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_14.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_14.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_10.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_10.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_38.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_38.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_11.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_11.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_9.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_9.png
Bacteria dataset/Pseudomonas auergosa_gram stain/Pseudomonas auergosa_gram stain_13.png,Pseudomonas auergosa_gram stain,14,Pseudomonas aeruginosa,gram stain,Pseudomonas aeruginosa_gram stain,Pseudomonas auergosa_gram stain_13.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_41.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_41.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_40.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_40.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_42.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_42.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_43.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_43.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_44.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_44.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_22.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_22.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_23.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_23.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_34.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_34.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_9.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_9.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_24.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_24.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_30.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_30.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_19.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_19.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_25.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_25.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_8.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_8.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_33.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_33.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_27.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_27.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_32.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_32.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_6.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_6.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_17.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_17.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_16.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_16.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_7.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_7.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_28.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_28.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_15.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_15.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_29.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_29.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_4.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_4.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_11.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_11.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_39.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_39.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_38.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_38.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_10.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_10.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_1.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_1.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_3.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_3.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_12.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_12.png
Bacteria dataset/Pseudomonas auergosa_media plate/Pseudomonas auergosa_media plate_2.png,Pseudomonas auergosa_media plate,15,Pseudomonas aeruginosa,media plate,Pseudomonas aeruginosa_media plate,Pseudomonas auergosa_media plate_2.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_28.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_28.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_29.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_29.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_15.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_15.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_17.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_17.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_16.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_16.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_12.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_12.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_13.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_13.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_39.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_39.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_11.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_11.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_10.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_10.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_38.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_38.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_63.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_63.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_8.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_8.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_88.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_88.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_89.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_89.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_9.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_9.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_62.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_62.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_76.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_76.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_60.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_60.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_65.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_65.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_71.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_71.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_70.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_70.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_64.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_64.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_67.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_67.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_56.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_56.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_42.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_42.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_1.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_1.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_43.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_43.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_57.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_57.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_41.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_41.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_82.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_82.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_3.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_3.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_40.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_40.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_44.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_44.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_7.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_7.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_86.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_86.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_6.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_6.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_45.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_45.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_47.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_47.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_4.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_4.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_90.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_90.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_84.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_84.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_85.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_85.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_46.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_46.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_52.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_52.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_21.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_21.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_20.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_20.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_36.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_36.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_37.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_37.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_27.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_27.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_33.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_33.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_24.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_24.png
Bacteria dataset/Staph aureus_gram stain/Staph aureus_gram stain_31.png,Staph aureus_gram stain,16,Staphylococcus aureus,gram stain,Staphylococcus aureus_gram stain,Staph aureus_gram stain_31.png
Bacteria dataset/Staph aureus_media plate/Staph aureus_media plate_23.png,Staph aureus_media plate,17,Staphylococcus aureus,media plate,Staphylococcus aureus_media plate,Staph aureus_media plate_23.png
Bacteria dataset/Staph aureus_media plate/Staph aureus_media plate_37.png,Staph aureus_media plate,17,Staphylococcus aureus,media plate,Staphylococcus aureus_media plate,Staph aureus_media plate_37.png
Bacteria dataset/Staph aureus_media plate/Staph aureus_media plate_35.png,Staph aureus_media plate,17,Staphylococcus aureus,media plate,Staphylococcus aureus_media plate,Staph aureus_media plate_35.png
Bacteria dataset/Staph aureus_media plate/Staph aureus_media plate_31.png,Staph aureus_media plate,17,Staphylococcus aureus,media plate,Staphylococcus aureus_media plate,Staph aureus_media plate_31.png
